8.41,8.41
8.01,8.01
8.08,8.08
7.71,7.71
7.4,7.4
7.58,7.58
7.3,7.3
8.56,8.56
8.27,8.27
7.56,7.56
7.89,7.89
7.77,7.77
8.15,8.9
8.35,8.35
8.0,8.0
8.37,8.37
7.08,7.08
7.89,7.89
8.34,8.34
7.79,7.79
9.14,9.14
8.19,8.19
7.83,7.83
7.11,7.11
8.23,8.23
7.66,7.66
8.69,8.69
8.26,8.26
7.3,7.3
8.04,8.04
7.78,7.78
7.67,7.67
8.02,8.02
7.69,7.69
7.62,7.62
8.1,8.1
7.85,7.85
7.79,7.79
8.64,8.64
8.17,8.17
7.49,7.49
7.35,7.35
7.92,7.92
7.79,7.79
8.45,8.45
8.23,8.23
7.32,7.32
7.52,7.52
8.13,8.13
8.43,8.43
8.47,8.47
6.98,6.98
7.68,7.68
7.8,7.8
8.45,8.45
7.86,7.86
8.39,8.39
8.81,8.81
8.36,8.36
8.56,8.56
7.29,7.29
8.48,8.48
7.79,7.79
6.44,6.44
8.05,8.05
7.9,7.9
8.19,8.19
7.66,7.66
7.53,7.53
8.18,8.18
8.26,8.26
8.03,8.03
7.34,7.34
7.7,7.7
8.42,8.42
8.67,8.67
7.16,7.16
8.8,8.8
8.76,8.76
8.57,8.57
8.48,8.48
7.18,7.18
8.08,8.08
8.67,8.67
8.84,8.84
7.61,8.9
7.5,7.5
8.28,8.28
7.97,7.97
8.34,8.34
7.19,7.19
8.09,8.09
8.51,8.51
8.33,8.33
7.99,7.99
6.89,6.89
7.8,7.8
7.46,7.46
7.78,7.78
8.43,8.9
7.57,7.57
7.76,8.9
7.91,7.91
7.48,7.48
7.91,7.91
7.25,7.25
8.13,8.13
7.62,7.62
7.48,7.48
7.83,7.83
8.16,8.16
8.07,8.07
7.74,7.74
8.24,8.24
7.94,7.94
7.55,7.55
7.38,7.38
8.78,8.78
7.44,7.44
8.19,8.19
7.52,7.52
7.99,7.99
8.14,8.14
7.85,7.85
8.09,8.09
8.08,8.08
8.03,8.03
7.81,7.81
8.71,8.71
7.96,7.96
9.53,9.53
7.84,7.84
8.57,8.57
7.78,7.78
7.65,7.65
8.47,8.47
8.63,8.63
7.51,7.51
7.97,7.97
8.37,8.37
7.79,7.79
8.24,8.24
8.33,8.33
7.68,7.68
7.86,7.86
7.85,7.85
8.37,8.37
7.86,7.86
8.49,8.49
8.31,8.31
6.89,6.89
7.2,7.2
7.99,7.99
7.85,7.85
7.87,7.87
9.14,9.14
8.81,8.81
8.12,8.12
7.77,7.77
8.75,8.75
8.55,8.55
7.96,7.96
7.89,7.89
6.69,6.69
8.35,8.35
7.36,7.36
8.99,8.99
8.7,8.7
7.83,7.83
8.14,8.14
7.97,7.97
7.97,7.97
6.99,6.99
7.65,7.65
7.99,7.99
7.49,8.9
8.32,8.32
7.36,7.36
7.87,7.87
7.64,7.64
8.07,8.07
8.42,8.42
7.69,7.69
8.02,8.02
8.86,8.86
7.48,7.48
8.67,8.67
8.1,8.1
6.52,6.52
7.83,7.83
8.49,8.49
7.68,7.68
7.13,7.13
7.47,7.47
6.94,6.94
7.63,7.63
8.16,8.16
8.59,8.59
8.56,8.56
7.36,7.36
